Make,Generic model 1,Matched_genmodel_ID,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
PERODUA,PERODUA KELISA,68_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,27.0,75.0,83.0,102.0,99.0,90.0,87.0,70.0,0.0
PERODUA,PERODUA KENARI,68_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,28.0,37.0,39.0,53.0,54.0,54.0,36.0,41.0,43.0
PERODUA,PERODUA MYVI,68_2,0.0,0.0,0.0,1.0,0.0,0.0,10.0,168.0,335.0,403.0,459.0,383.0,224.0,310.0,101.0,0.0,0.0,0.0,0.0,0.0
PEUGEOT,PEUGEOT 1007,69_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,156.0,883.0,1607.0,1081.0,0.0,0.0,0.0,0.0
PEUGEOT,PEUGEOT 106,69_2,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1176.0,2120.0,2028.0
PEUGEOT,PEUGEOT 107,69_3,0.0,0.0,0.0,0.0,0.0,0.0,8702.0,16321.0,16162.0,14985.0,15221.0,14296.0,14322.0,12438.0,10998.0,2813.0,0.0,1.0,0.0,0.0
PEUGEOT,PEUGEOT 108,69_4,4663.0,5106.0,8072.0,11504.0,17127.0,18261.0,7108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEUGEOT,PEUGEOT 2008,69_5,11694.0,11904.0,12383.0,16154.0,18517.0,17536.0,16087.0,3496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PEUGEOT,PEUGEOT 206,69_6,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,1.0,916.0,2103.0,5170.0,14419.0,22062.0,22662.0,17178.0,12835.0,7603.0
PEUGEOT,PEUGEOT 207,69_9,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2983.0,16653.0,27400.0,35060.0,37620.0,35981.0,39319.0,13494.0,1.0,0.0,1.0,0.0,0.0
PEUGEOT,PEUGEOT 208,69_12,13103.0,19851.0,18310.0,16970.0,26342.0,28485.0,30165.0,34913.0,15442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEUGEOT,PEUGEOT 3008,69_13,11837.0,19082.0,18881.0,15897.0,6715.0,8338.0,8624.0,11705.0,11817.0,12079.0,10745.0,997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEUGEOT,PEUGEOT 306,69_14,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,329.0,1849.0
PEUGEOT,PEUGEOT 307,69_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,476.0,3374.0,17015.0,17340.0,13130.0,11208.0,8010.0,4893.0,1172.0
PEUGEOT,PEUGEOT 308,69_18,4090.0,6772.0,8857.0,9543.0,15339.0,14992.0,13326.0,12174.0,12367.0,12202.0,17617.0,19317.0,17472.0,2198.0,1.0,0.0,0.0,0.0,0.0,1.0
PEUGEOT,PEUGEOT 4007,69_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,162.0,288.0,671.0,560.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0
PEUGEOT,PEUGEOT 406,69_22,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,431.0,1627.0,1616.0,1490.0
PEUGEOT,PEUGEOT 407,69_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,267.0,1714.0,2076.0,2318.0,4557.0,5151.0,3697.0,1088.0,1.0,0.0,0.0
PEUGEOT,PEUGEOT 5008,69_25,4864.0,5619.0,5264.0,734.0,1729.0,1813.0,1841.0,2611.0,2393.0,2374.0,2835.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEUGEOT,PEUGEOT 508,69_26,1635.0,1952.0,401.0,487.0,977.0,1164.0,1623.0,3434.0,4778.0,3673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEUGEOT,PEUGEOT 607,69_28,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,58.0,55.0,74.0,82.0,99.0,108.0,73.0,35.0
PEUGEOT,PEUGEOT 806,69_38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,82.0
PEUGEOT,PEUGEOT 807,69_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,57.0,190.0,276.0,667.0,513.0,272.0,290.0,231.0,3.0,0.0
PEUGEOT,PEUGEOT BIPPER,69_30,0.0,0.0,0.0,0.0,0.0,6.0,188.0,290.0,398.0,571.0,713.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEUGEOT,PEUGEOT BOXER,69_41,191.0,220.0,106.0,224.0,197.0,191.0,114.0,114.0,17.0,27.0,4.0,6.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0
PEUGEOT,PEUGEOT EXPERT,69_31,8.0,54.0,34.0,49.0,104.0,264.0,267.0,263.0,457.0,612.0,818.0,831.0,766.0,135.0,2.0,6.0,15.0,12.0,2.0,3.0
PEUGEOT,PEUGEOT HORIZON,69_34,171.0,450.0,1420.0,1347.0,1305.0,1088.0,1140.0,1012.0,314.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEUGEOT,PEUGEOT INDEPENDENCE,69_43,0.0,0.0,0.0,9.0,441.0,517.0,401.0,317.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEUGEOT,PEUGEOT ION,69_33,0.0,0.0,3.0,11.0,35.0,20.0,15.0,21.0,172.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEUGEOT,PEUGEOT PARTNER,69_34,0.0,35.0,1123.0,1144.0,1777.0,1705.0,1713.0,1779.0,2262.0,2249.0,2091.0,1711.0,1437.0,1270.0,1212.0,1104.0,1376.0,1364.0,770.0,77.0
PEUGEOT,PEUGEOT RCZ,69_36,0.0,0.0,0.0,0.0,258.0,1127.0,1627.0,2197.0,2136.0,2674.0,1689.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PEUGEOT,PEUGEOT RIFTER,69_42,2497.0,3049.0,469.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEUGEOT,PEUGEOT TRAVELLER,69_37,387.0,695.0,592.0,497.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PORSCHE,PORSCHE 718 BOXSTER,71_2,297.0,696.0,762.0,958.0,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PORSCHE,PORSCHE 718 CAYMAN,71_3,651.0,910.0,883.0,924.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PORSCHE,PORSCHE 911,71_4,1915.0,2459.0,1982.0,1775.0,1587.0,1628.0,1454.0,1206.0,1444.0,1143.0,1534.0,1304.0,1591.0,1963.0,2418.0,2464.0,2047.0,2087.0,1939.0,1218.0
PORSCHE,PORSCHE 918,71_5,0.0,0.0,0.0,0.0,0.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PORSCHE,PORSCHE BOXSTER,71_6,157.0,189.0,229.0,0.0,445.0,980.0,1129.0,1210.0,1038.0,678.0,737.0,766.0,965.0,1447.0,1625.0,2987.0,1837.0,2241.0,1979.0,1852.0
PORSCHE,PORSCHE CAYENNE,71_8,2868.0,3409.0,1869.0,1782.0,2843.0,2407.0,1922.0,2193.0,2003.0,1282.0,936.0,881.0,594.0,771.0,988.0,1530.0,1377.0,708.0,0.0,0.0
PORSCHE,PORSCHE CAYMAN,71_9,201.0,257.0,405.0,0.0,641.0,997.0,1156.0,1012.0,306.0,520.0,518.0,627.0,849.0,1361.0,1364.0,150.0,1.0,0.0,0.0,0.0
PORSCHE,PORSCHE MACAN,71_10,3780.0,4764.0,3880.0,5341.0,4143.0,3508.0,1153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PORSCHE,PORSCHE PANAMERA,71_11,495.0,822.0,779.0,953.0,339.0,659.0,744.0,723.0,641.0,355.0,311.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROTON,PROTON GEN 2,72_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,49.0,103.0,139.0,135.0,204.0,260.0,201.0,144.0,29.0,0.0,0.0,0.0
PROTON,PROTON IMPIAN,72_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,14.0,30.0,51.0,63.0,40.0,23.0,14.0,9.0
PROTON,PROTON PERSONA,72_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,39.0,48.0,67.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
PROTON,PROTON SATRIA,72_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,27.0,19.0,35.0,50.0,65.0,0.0,0.0,33.0,35.0,23.0,27.0
PROTON,PROTON SAVVY,72_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,49.0,119.0,208.0,186.0,176.0,310.0,330.0,0.0,0.0,0.0,0.0,0.0
PROTON,PROTON WIRA,72_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,33.0,27.0,24.0
RENAULT,RENAULT CAPTUR,75_1,12853.0,19247.0,20864.0,18742.0,24286.0,23047.0,18625.0,5989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RENAULT,RENAULT CLIO,75_2,10568.0,16083.0,19682.0,18500.0,22571.0,25051.0,27004.0,21319.0,16399.0,20268.0,28942.0,21758.0,24519.0,34267.0,29989.0,19828.0,17566.0,13120.0,8775.0,5263.0
RENAULT,RENAULT ESPACE,75_3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,104.0,356.0,408.0,413.0,766.0,1230.0,649.0,584.0,421.0,199.0,220.0,109.0
RENAULT,RENAULT FLUENCE,75_4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RENAULT,RENAULT GRAND SCENIC,75_7,262.0,851.0,657.0,1072.0,1262.0,1014.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RENAULT,RENAULT KADJAR,75_8,8029.0,10811.0,10995.0,13903.0,19252.0,3033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RENAULT,RENAULT KANGOO,75_9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,1380.0,1470.0,1207.0,2047.0,2150.0,1612.0,1706.0,1568.0,1083.0,796.0,534.0
RENAULT,RENAULT KOLEOS,75_10,488.0,946.0,928.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,1419.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RENAULT,RENAULT LAGUNA,75_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,1940.0,2377.0,1835.0,3568.0,2359.0,1381.0,1341.0,1231.0,883.0,510.0,184.0
RENAULT,RENAULT MASTER,75_23,208.0,218.0,258.0,304.0,282.0,309.0,170.0,177.0,133.0,40.0,16.0,16.0,43.0,28.0,20.0,8.0,1.0,5.0,3.0,1.0
RENAULT,RENAULT MEGANE,75_12,1100.0,2525.0,2111.0,5225.0,5287.0,6821.0,7605.0,8081.0,10518.0,16435.0,21008.0,13051.0,11245.0,14360.0,10780.0,7722.0,4327.0,5699.0,6780.0,4806.0
RENAULT,RENAULT MODUS,75_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,252.0,2377.0,3008.0,1794.0,3753.0,2732.0,3613.0,4938.0,1399.0,0.0,0.0,0.0
RENAULT,RENAULT SCENIC,75_14,8.0,287.0,569.0,1061.0,1105.0,3745.0,5055.0,4585.0,5277.0,10469.0,14864.0,4985.0,8325.0,11015.0,8687.0,5726.0,3042.0,317.0,2.0,0.0
RENAULT,RENAULT TRAFIC,75_17,794.0,626.0,708.0,975.0,1034.0,495.0,413.0,436.0,484.0,550.0,476.0,390.0,410.0,328.0,149.0,26.0,2.0,4.0,3.0,0.0
RENAULT,RENAULT TWINGO,75_18,0.0,226.0,807.0,1413.0,3005.0,5165.0,937.0,1003.0,1364.0,2716.0,4607.0,1859.0,3595.0,612.0,0.0,0.0,1.0,0.0,0.0,0.0
RENAULT,RENAULT TWIZY,75_19,1.0,0.0,20.0,13.0,38.0,75.0,33.0,70.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RENAULT,RENAULT VEL SATIS,75_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,31.0,44.0,54.0,0.0
RENAULT,RENAULT WIND ROADSTER,75_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1356.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RENAULT,RENAULT ZOE,75_22,6279.0,2231.0,1737.0,963.0,1527.0,1723.0,845.0,321.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reva,Reva G-WIZ,76_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,18.0,22.0,106.0,53.0,0.0,0.0,0.0,0.0,0.0
ROLLS ROYCE,ROLLS ROYCE CORNICHE,77_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0
ROLLS ROYCE,ROLLS ROYCE DAWN,77_2,50.0,63.0,98.0,109.0,108.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROLLS ROYCE,ROLLS ROYCE GHOST,77_3,64.0,39.0,51.0,64.0,60.0,90.0,66.0,71.0,92.0,98.0,113.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROLLS ROYCE,ROLLS ROYCE PHANTOM,77_4,29.0,45.0,62.0,7.0,37.0,30.0,41.0,33.0,28.0,37.0,33.0,27.0,70.0,60.0,55.0,49.0,31.0,12.0,1.0,0.0
ROLLS ROYCE,ROLLS ROYCE SILVER SERAPH,77_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0
ROLLS ROYCE,ROLLS ROYCE WRAITH,77_6,31.0,50.0,74.0,78.0,87.0,101.0,97.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROVER,ROVER 25,78_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,135.0,927.0,1401.0,1725.0,1588.0,1581.0
ROVER,ROVER 45,78_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,37.0,499.0,1104.0,1086.0,936.0,828.0
ROVER,ROVER 75,78_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,295.0,1756.0,4008.0,3388.0,2732.0,1383.0
ROVER,ROVER CITYROVER,78_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,56.0,213.0,16.0,0.0,0.0
ROVER,ROVER MINI,78_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,314.0
ROVER,ROVER STREETWISE,78_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,164.0,586.0,170.0,0.0,0.0
SAAB,SAAB 9-3,81_1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,200.0,2798.0,4174.0,4890.0,9081.0,11704.0,10250.0,6882.0,4317.0,1865.0,1370.0,1186.0
SAAB,SAAB 9-5,81_3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,414.0,748.0,814.0,1375.0,1706.0,1896.0,1755.0,1493.0,921.0,838.0,575.0
SANTANA,SANTANA PS10,82_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
SEAT,SEAT ALHAMBRA,79_1,768.0,2475.0,2294.0,5121.0,3795.0,2272.0,1994.0,1673.0,1562.0,1400.0,491.0,557.0,833.0,929.0,891.0,892.0,1193.0,779.0,401.0,170.0
SEAT,SEAT ALTEA,79_2,0.0,0.0,0.0,0.0,0.0,520.0,848.0,1691.0,2030.0,1701.0,1899.0,2419.0,3204.0,4206.0,2830.0,1691.0,754.0,0.0,0.0,0.0
SEAT,SEAT ARONA,79_4,10508.0,14841.0,11686.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAT,SEAT AROSA,79_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1028.0,872.0,738.0,446.0
SEAT,SEAT ATECA,79_6,7565.0,11040.0,8983.0,9446.0,1904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAT,SEAT CORDOBA,79_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,81.0,108.0,112.0,5.0,7.0
SEAT,SEAT EXEO,79_8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,664.0,1407.0,2256.0,1941.0,1045.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
SEAT,SEAT IBIZA,79_9,8253.0,13255.0,12520.0,15531.0,18864.0,18993.0,20830.0,17881.0,15656.0,16353.0,13639.0,11705.0,8744.0,7593.0,6003.0,3859.0,3043.0,2627.0,986.0,444.0
SEAT,SEAT LEON,79_10,13516.0,18968.0,20765.0,18362.0,17031.0,19085.0,21450.0,14062.0,11756.0,9149.0,8516.0,7478.0,7724.0,8615.0,6399.0,3546.0,2891.0,2346.0,1286.0,682.0
SEAT,SEAT MII,79_11,297.0,1287.0,1244.0,1446.0,2193.0,2697.0,3153.0,3538.0,1787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAT,SEAT TARRACO,79_13,2777.0,4268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAT,SEAT TOLEDO,79_12,0.0,87.0,1212.0,793.0,740.0,1019.0,1295.0,1538.0,134.0,0.0,0.0,3.0,39.0,238.0,451.0,688.0,342.0,316.0,183.0,136.0
SKODA,SKODA CITIGO,80_1,278.0,4546.0,5125.0,6091.0,7762.0,8116.0,9264.0,7125.0,3808.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKODA,SKODA FABIA,80_2,9326.0,14679.0,16476.0,17421.0,19681.0,18075.0,15232.0,19590.0,15134.0,13427.0,12811.0,15979.0,13647.0,12192.0,11698.0,10249.0,8191.0,6185.0,4664.0,3362.0
SKODA,SKODA FELICIA,80_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
SKODA,SKODA KAROQ,80_3,12213.0,14566.0,13625.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKODA,SKODA KODIAQ,80_4,7310.0,8778.0,7547.0,6052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKODA,SKODA OCTAVIA,80_5,11363.0,19631.0,16501.0,18337.0,21156.0,20500.0,18624.0,12554.0,13744.0,13854.0,11950.0,8874.0,8097.0,9246.0,8272.0,5643.0,4032.0,3209.0,2240.0,1392.0
SKODA,SKODA RAPID,80_6,0.0,501.0,2154.0,4010.0,4422.0,3458.0,6004.0,3611.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKODA,SKODA ROOMSTER,80_8,0.0,0.0,0.0,0.0,3.0,1727.0,2781.0,2729.0,2518.0,1712.0,1451.0,1273.0,2517.0,3113.0,583.0,0.0,0.0,0.0,0.0,0.0
SKODA,SKODA SCALA,80_12,3050.0,1420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKODA,SKODA SUPERB,80_9,4779.0,6775.0,7577.0,9087.0,8818.0,5125.0,5149.0,4158.0,4559.0,3353.0,2278.0,1334.0,567.0,416.0,433.0,529.0,403.0,272.0,112.0,0.0
SKODA,SKODA YETI,80_10,0.0,0.0,49.0,10875.0,13146.0,12673.0,12401.0,10478.0,6920.0,5398.0,3940.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMART,SMART CITY,84_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,894.0,1307.0,1275.0,2136.0,1484.0,0.0,0.0
SMART,SMART FORFOUR,84_1,703.0,1926.0,3825.0,4613.0,5060.0,5412.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,164.0,1658.0,2015.0,785.0,0.0,0.0,0.0
SMART,SMART FORTWO,84_2,598.0,1878.0,3339.0,4574.0,5499.0,2138.0,3767.0,4540.0,4804.0,4085.0,5920.0,6391.0,5287.0,2381.0,1079.0,898.0,731.0,2.0,2.0,0.0
SMART,SMART ROADSTER,84_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,297.0,811.0,1305.0,408.0,0.0,0.0
SSANGYONG,SSANGYONG KORANDO,85_1,724.0,697.0,733.0,886.0,1048.0,1227.0,816.0,418.0,513.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSANGYONG,SSANGYONG KYRON,85_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,54.0,106.0,58.0,75.0,124.0,0.0,0.0,0.0,0.0,0.0
SSANGYONG,SSANGYONG MUSSO,85_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
SSANGYONG,SSANGYONG REXTON,85_5,202.0,310.0,326.0,412.0,350.0,362.0,334.0,11.0,119.0,46.0,53.0,215.0,106.0,171.0,208.0,375.0,221.0,27.0,1.0,0.0
SSANGYONG,SSANGYONG RODIUS,85_6,4.0,57.0,493.0,597.0,625.0,431.0,253.0,145.0,103.0,25.0,51.0,142.0,81.0,110.0,66.0,31.0,0.0,0.0,0.0,0.0
SSANGYONG,SSANGYONG TIVOLI,85_7,496.0,725.0,1064.0,1360.0,2108.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU,SUBARU BRZ,86_1,24.0,76.0,84.0,144.0,123.0,116.0,121.0,122.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU,SUBARU FORESTER,86_2,206.0,1008.0,884.0,842.0,1192.0,1111.0,1142.0,846.0,468.0,933.0,969.0,642.0,691.0,1053.0,1234.0,1498.0,1336.0,1114.0,546.0,391.0
SUBARU,SUBARU IMPREZA,86_3,11.0,108.0,159.0,78.0,149.0,170.0,115.0,10.0,20.0,126.0,819.0,785.0,1092.0,1942.0,1852.0,2278.0,1852.0,1922.0,1253.0,1092.0
SUBARU,SUBARU JUSTY,86_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,280.0,309.0,59.0,0.0,0.0,0.0,0.0,0.0,9.0
SUBARU,SUBARU LEGACY,86_5,1.0,0.0,0.0,1.0,0.0,3.0,4.0,178.0,249.0,483.0,509.0,524.0,501.0,548.0,878.0,941.0,747.0,424.0,255.0,275.0
SUBARU,SUBARU LEVORG,86_6,64.0,74.0,14.0,106.0,187.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU,SUBARU OUTBACK,86_7,240.0,571.0,645.0,458.0,757.0,783.0,248.0,289.0,314.0,594.0,591.0,435.0,359.0,506.0,606.0,485.0,341.0,45.0,0.0,0.0
SUBARU,SUBARU WRX,86_10,0.0,5.0,105.0,304.0,335.0,282.0,341.0,73.0,136.0,141.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU,SUBARU XV,86_11,318.0,918.0,1093.0,597.0,739.0,633.0,625.0,586.0,555.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUZUKI,SUZUKI ALTO,87_1,0.0,0.0,0.0,0.0,0.0,1848.0,13273.0,12326.0,4915.0,4742.0,4770.0,6177.0,0.0,0.0,1323.0,2414.0,2135.0,1026.0,58.0,71.0
SUZUKI,SUZUKI BALENO,87_2,0.0,1046.0,1417.0,2180.0,1929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,44.0
SUZUKI,SUZUKI CELERIO,87_3,0.0,2129.0,4069.0,6345.0,7963.0,7356.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUZUKI,SUZUKI GRAND VITARA,87_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,255.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUZUKI,SUZUKI IGNIS,87_5,3924.0,3579.0,5654.0,5765.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1583.0,1442.0,1983.0,2093.0,1609.0,1117.0,798.0
